img1,img2,dataset,attack_type
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0243_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000013_0225_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_45.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_46.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_82.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_83.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0049_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0320_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_67.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_68.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0005_02.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0012_02.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/056279.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/064538.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/003099.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/007335.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/045833.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/117314.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0051_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0221_02.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/134591.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/137372.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Mike Weir_4.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Mike Weir_5.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0002_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000002_0064_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/003039.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/099752.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000011_0007_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000011_0125_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0256_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000013_0225_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/James Wolfensohn_5.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/John Stockton_5.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_226.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_227.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/005330.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/011022.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0107_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0133_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_120.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_121.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0122_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0239_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Catherine Deneuve_1.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Benjamin Netanyahu_4.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_4.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_5.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Alejandro Toledo_32.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Alejandro Toledo_33.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0040_02.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0185_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000016_0219_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000005_0145_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000002_0189_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000002_0292_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_5.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_6.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0025_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0104_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/069561.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/115356.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/094572.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/065422.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/157894.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/160984.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Benjamin Netanyahu_4.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Venus Williams_3.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/095961.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/096104.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0073_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000014_0016_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Britney Spears_13.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/James Wolfensohn_1.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_381.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_382.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_251.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_252.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/033178.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/049738.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/050720.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/051326.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/011022.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/012938.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/122037.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/124672.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000011_0308_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0145_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000005_0144_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000005_0397_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0085_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0054_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/093875.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/096418.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Paul Burrell_9.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/David Beckham_25.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/070019.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/013264.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/000456.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/107724.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Renee Zellweger_6.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Jason Kidd_3.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/161022.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/086226.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_128.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_129.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Donald Rumsfeld_82.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Paul Burrell_11.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/147878.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/000854.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/063636.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/069506.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Benjamin Netanyahu_3.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/David Beckham_14.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/080188.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/089454.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_49.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_50.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0077_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0132_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_23.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Luis Horna_1.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/011141.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/013091.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/James Wolfensohn_4.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Luis Horna_2.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000011_0126_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000002_0235_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/055235.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/063268.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/082495.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/111618.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/010911.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/021610.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/010802.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/015413.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/110991.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/111915.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/030832.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/056602.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_43.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_44.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/061052.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/066095.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/106620.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/109724.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000004_0080_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000004_0144_02.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/052316.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/060771.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_154.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_155.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/047943.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/147869.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_32.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/James Wolfensohn_3.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/052221.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/055161.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_86.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_87.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_197.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_198.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0169_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0275_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Richard Myers_8.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Venus Williams_10.jpg,lfw_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/052221.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/053179.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/James Wolfensohn_2.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/James Wolfensohn_3.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/053185.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/059663.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0037_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0176_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/037183.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/154402.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0137_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0171_02.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/061494.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/075625.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0006_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0196_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/046485.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/061611.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0414_02.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0056_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000003_0114_02.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000003_0126_01.jpg,vggface2_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_131.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_132.jpg,lfw_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/vggface2_pairs/n000016_0498_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0404_01.jpg,vggface2_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/108653.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/156799.jpg,celeba_pairs,impersonation_attack
/content/face_module/dataset_extractedfaces/celeba_pairs/136877.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/140510.jpg,celeba_pairs,dodging_attack
/content/face_module/dataset_extractedfaces/lfw_pairs/Paul Burrell_7.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Britney Spears_6.jpg,lfw_pairs,impersonation_attack
